recipe_id,name,prep_time,cook_time,total_time,servings,yield,directions,image_url,category_id
119,Debbie's Amazing Apple Bread,15 mins,1 hrs,1 hrs 15 mins,10,1 9x5-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.; Beat eggs, sugar, vegetable oil, and vanilla extract in a mixing bowl; stir in apples.; Mix flour, salt, baking powder, and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined. Pour batter into the prepared loaf pan.; Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean, about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.; Aaron Brown; ",https://www.allrecipes.com/thmb/scNfqqIpDtfCcaFQIjsvzmxCSV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4580871_Debbies-Amazing-Apple-Bread-1x1-1-3f46182021ab4a889b86f7dac9c1c9fb.jpg,1
120,Mom's Apple Fritters,20 mins,15 mins,35 mins,24,,"Heat oil in a deep fryer or electric skillet to 375 degrees F (190 degrees C).; Stir together flour, sugar, baking powder, and salt in a large bowl. Pour in milk, eggs, and oil; stir until well blended. Mix in apples until evenly distributed.; Working in small batches to prevent overcrowding, drop spoonfuls of batter into the deep fryer and fry in hot oil until golden all over, about 5 minutes. Use a slotted spoon to transfer fritters to a paper towel-lined plate. Toss warm fritters with cinnamon sugar in a bowl until well coated.; Dotdash Meredith Food Studios; ",https://www.allrecipes.com/thmb/cU_5TCv2LWEf-I2QJbXTsJUaGSI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/90295-moms-apple-fritters-ddmfs-1X1-5783-a6edf46cd33c4a00ad5a02432822e57d.jpg,1
121,Easy Apple Crisp with Pie Filling,10 mins,20 mins,30 mins,6,1 8x8-inch dish,"Preheat the oven to 350 degrees F (175 degrees C).; Spread pie filling in an 8x8-inch baking dish. Sprinkle with cinnamon and nutmeg.; Cream together margarine and sugar. Cut in flour with a pastry blender until the mixture resembles coarse crumbs. Sprinkle mixture over pie filling.; Bake in the preheated oven until the topping is brown and crisp and the filling is hot and bubbly, about 20 minutes.",https://www.allrecipes.com/thmb/bQ7QL-XFrgBwNMsa43zSyaX_xmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7813774-acbbc3ca7c0f4caaa24f2d4c07b7b83f.jpg,1
122,Apple Strudel Muffins,20 mins,20 mins,45 mins,12,12 muffins,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin pan.; Mix flour, baking powder, baking soda, and salt in a medium bowl.; Beat together sugar, butter, and eggs in a large bowl until smooth. Mix in vanilla. Stir in apples, then gradually blend in flour mixture. Spoon batter into the prepared muffin pan.; Make topping: Mix brown sugar, flour, and cinnamon in a small bowl. Cut in butter until mixture resembles coarse crumbs. Sprinkle over each muffin top.; Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean, about 20 minutes. Let sit 5 minutes before transferring muffins to a wire rack to cool.; Korona; ",https://www.allrecipes.com/thmb/QTc6kTodu38CuuTDlcAz9XbueDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1097944-apple-strudel-muffins-Korona-1x1-2-6710dec0aba7474a80c89f21a2059ebc.jpg,1
123,Delicious Cinnamon Baked Apples,15 mins,45 mins,1 hrs,6,,"Preheat the oven to 350 degrees F (175 degrees C). Grease a large baking dish with butter.; Mix brown sugar, vanilla sugar, cinnamon, and nutmeg in a small bowl. Layer about 1/3 of the apples in the prepared baking dish; sprinkle with 1/3 of the sugar mixture. Repeat layers twice more.; Bake in preheated oven for 30 minutes. Pour water over apples and continue baking until tender, about 15 minutes more.",https://www.allrecipes.com/thmb/wYuZO3nEvxY6WgITCcHa78l2wlo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228683-delicious-cinnamon-baked-apples-ddmfs-4X3-1428-9500d581c4ad4d74acc67e4f6c947326.jpg,1
124,Waldorf Salad,20 mins,,20 mins,6,,"Whisk together mayonnaise, sugar, lemon juice, and salt in a serving bowl.; Stir in apples, celery, walnuts, and raisins. Cover and chill in the refrigerator until ready to serve.",https://www.allrecipes.com/thmb/0-fRnnKLjtwxVaqh2PUbkiOTbVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2180807_Waldorf-Salad-II-4x3-1-0d929166ff114b14a0e818e001e0dbe4.jpg,1
125,Microwave Baked Apples,5 mins,5 mins,10 mins,2,,"Core apples, leaving the bottom intact.; Mix brown sugar, cinnamon, and nutmeg together in a bowl. Spoon half of the sugar mixture into each apple and put 1 teaspoon butter on each top. Place apples in a deep, microwave-safe casserole dish and cover.; Microwave until tender, 3 1/2 to 4 minutes. Let apples sit for 2 minutes before serving.",https://www.allrecipes.com/thmb/E47Pybnx85qaH0SwzBWxDfI-1bA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/204943-6414e6797a9649cf95f42f2a8d9bdf8f.jpg,1
126,German Apple Pancake,15 mins,30 mins,1 hrs 15 mins,4,4 servings,"Combine eggs, flour, 1 tablespoon sugar, baking powder, and salt in a large bowl; gradually mix in milk, stirring constantly. Add vanilla, melted butter, and 1/2 teaspoon nutmeg. Let batter stand for 30 minutes or overnight.; Preheat the oven to 425 degrees F (220 degrees C).; Melt butter in a 10-inch oven-proof skillet, brushing butter up on the sides of the pan. Combine 1/4 cup sugar, cinnamon, and 1/2 teaspoon nutmeg in a small bowl; sprinkle sugar mixture over the butter. Line the pan with apple slices. Sprinkle the remaining 1/4 cup sugar over apples. Place pan over medium-high heat until the mixture bubbles, then gently pour batter mixture over apples.; Bake in the preheated oven for 15 minutes. Reduce heat to 375 degrees F (190 degrees C) and bake for 10 minutes more. Slide pancake onto a serving platter and cut into wedges.",https://www.allrecipes.com/thmb/wRdvoz3Rp6vDkHunWedNx9u8bRA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4089249-9dbaba86e56f4b08a91163b789e22594.jpg,1
127,Apple Cinnamon Oatmeal Muffins,20 mins,15 mins,35 mins,12,12 muffins,"Preheat the oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan or line with paper liners.; Make topping: Mix oats, brown sugar, melted butter, and cinnamon in a small bowl; set aside.; Make muffins: Whisk together oats, flour, brown sugar, cinnamon, baking powder, baking soda, and salt in a large bowl. Whisk together applesauce, milk, oil, egg, and vanilla extract in a medium bowl. Stir applesauce mixture into flour mixture until all ingredients are moistened. Fold in chopped apple.; Spoon batter into the prepared muffin cups about 2/3 full; sprinkle oat topping mixture evenly over each muffin.; Bake in the preheated oven until a toothpick inserted near the center comes out clean, about 15 minutes.",https://www.allrecipes.com/thmb/Z1fCttQsnpzd8a0Pv21ski6EZZg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apple-Cinnamon-Oatmeal-Muffins-Robin-Brown-4x3-1-2000-ee969d1002f44d88a1dadbb4cefc2111.jpg,1
128,Applesauce Pork Chops,15 mins,45 mins,1 hrs,2,,"Preheat the oven to 375 degrees F (190 degrees C).; Melt butter in a large skillet over medium heat; cook and stir apple and onion in melted butter until tender, about 5 minutes. Transfer apple and onion mixture to a bowl.; Place pork chops in the same skillet over medium heat; cook until pork chops are browned, about 5 minutes per side. Place pork chops in a 9x9-inch baking dish; season with salt and black pepper.; Mix applesauce, brown sugar, mustard, and cinnamon into apple and onion mixture. Spoon over pork chops.; Bake, covered, in the preheated oven until pork chops are no longer pink in the center, 30 to 45 minutes. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).",https://www.allrecipes.com/thmb/QtBVGxFx_JUg-Xyn1jLe18DHMYQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4570368-applesauce-pork-chops-Gary-Lee-Gillmeister-4x3-1-38244a0ed7684dc396b8396f6aaa08cc.jpg,1
129,All-Day Apple Butter,30 mins,11 hrs,11 hrs 30 mins,128,4 pints,"Place apples in a slow cooker. Mix sugar, cinnamon, cloves, and salt in a medium bowl; pour over apples and mix well.; Cover and cook on High for 1 hour.; Reduce heat to Low and cook, stirring occasionally, until mixture is thickened and dark brown, 9 to 11 hours.; Uncover and continue cooking on Low for 1 hour. Stir with a whisk to increase smoothness if desired.; Spoon mixture into sterile containers, cover, and refrigerate or freeze.; Allrecipes Magazine ; ",https://www.allrecipes.com/thmb/0ij9iRV7QKx3VgrF4pP8empucEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2435926-all-day-apple-butter-Allrecipes-Magazine-1x1-1-15cfb1f75ec745c4b142f81e8f0c7211.jpg,1
130,Easy Morning Glory Muffins,25 mins,20 mins,45 mins,12,,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners.; Mix flour, sugar, baking soda, cinnamon, and salt together in a large bowl; stir in carrots, apple, raisins, walnuts, and coconut.; Beat eggs, oil, and vanilla together in a separate bowl. Stir egg mixture into the carrot mixture until just moistened. Spoon batter into the prepared muffin cups, filling each 2/3 full.; Bake in the preheated oven until tops spring back when lightly pressed, about 20 minutes. Cool in the tin for 5 minutes. Transfer to a wire rack to cool completely.",https://www.allrecipes.com/thmb/FwwS6cFUQCov817i1P6ULNaqUbs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8185645-easy-morning-glory-muffins-Eileen-Herrera-4x3-1-1a4cbaaff0b746419b160b7492c8941c.jpg,1
131,Apple Oatmeal Crisp,20 mins,40 mins,1 hrs,8,1 8-inch pan,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease an 8-inch square pan.; Place brown sugar, oats, flour, and butter in a large bowl; mix until crumbly. Place 1/2 of the crumb mixture in the bottom of the prepared pan. Spread apples evenly over crumb mixture. Sprinkle with sugar and cinnamon; top with remaining crumb mixture.; Bake in the preheated oven until golden brown, 40 to 45 minutes.; ",https://www.allrecipes.com/thmb/YxiEQAiG-Nv15_82F_OHX4DDU2k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7891959-b79ce5eee76a47e9b321b5219d42c566.jpg,1
132,Veronica's Apple Pancakes,10 mins,25 mins,35 mins,4,,"Combine apple, milk, butter, and egg in a large bowl. Sift together flour, sugar, baking powder, and cinnamon in a separate bowl. Stir flour mixture into apple mixture until just combined.; Heat a lightly oiled griddle or frying pan over medium high heat.; Drop batter by 1/4 cup spoonfuls onto the hot griddle and cook until bottom is lightly browned. Flip and cook until browned on the other side. Repeat with remaining batter.",https://www.allrecipes.com/thmb/8TdwCk2BWS84Gfyy9QrzO39zFY4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/186974-caa6fd27bb9c496fae111665ccaa1198.jpg,1
133,Spiced Applesauce Bread,10 mins,1 hrs,1 hrs 10 mins,12,1 9x5-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan.; Combine applesauce, sugar, oil, eggs, and milk in a large bowl; beat well. Sift in flour, baking soda, baking powder, cinnamon, nutmeg, allspice, and salt; stir until smooth. Fold in pecans. Pour batter into the prepared loaf pan.; Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 1 hour.",https://www.allrecipes.com/thmb/nG4lxC9R4brDB60BMe3dAJbFO9A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8655895-spiced-applesauce-bread-Caitlin-Sockolov-4x3-1-177ba8ddd69d457296dc0fe58cf2d85e.jpg,1
134,Baked Apple Roses,25 mins,45 mins,1 hrs 15 mins,2,2 apple roses,"Preheat the oven to 400 degrees F (200 degrees C). Adjust an oven rack to the middle position. Butter two (6 to 8-ounce) ramekins and dust with white sugar.; Place apple slices on a microwave-safe plate, overlapping slightly if necessary. Microwave on high until slices slightly soften, about 45 seconds. Cover the plate with plastic wrap and a kitchen towel.; Mix together sugar and cinnamon in a small bowl.; Roll puff pastry sheet to less than 1/8-inch thickness. Using a pizza cutter, cut two (3x12-inch) rectangles. Reserve remaining pieces for another use.; Spread melted butter over dough; sprinkle with a generous amount of cinnamon sugar. Place apple slices along one long edge of dough, about 1/4 inch beyond the edge, overlapping slices slightly. Fold the bottom half of dough over apple slices to form a long ""folder"" of dough with rounded edges of apple slices exposed.; Beat together egg and water in a small bowl. Brush surface of dough with egg wash. Sprinkle with cinnamon sugar.; Starting at one end, roll dough to form a rose-shaped pastry. Seal roll with end of dough strip. Transfer roses to the prepared ramekins. Sprinkle with cinnamon sugar.; Bake on the middle rack in the preheated oven until well browned, about 45 minutes. Use tongs to remove the ramekins to a baking sheet to cool for 5 to 10 minutes. Remove apple roses from the ramekins and finish cooling on a wire rack. Dust with confectioners' sugar before serving.; ",https://www.allrecipes.com/thmb/PluLkb7CvOeYNLIogvt9WBP59n8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5859987-baked-apple-roses-Ariel-Liberda-1x1-1-d2622c6353ea4520b8fed235c19498ab.jpg,1
135,Gramma's Apple Bread Pudding,15 mins,45 mins,1 hrs,8,,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 7x11-inch baking dish.; Make pudding: Combine bread, apples, and raisins in a large bowl. Combine milk, brown sugar, and margarine in a small saucepan over medium heat. Cook and stir until margarine is melted. Pour over bread mixture in the bowl; mix until evenly coated. Pour bread mixture into the prepared baking dish.; Whisk together eggs, cinnamon, and vanilla in a small bowl. Pour egg mixture over bread mixture in the baking dish.; Bake in the preheated oven until the center is set and apples are tender, 40 to 50 minutes.; Meanwhile, make vanilla sauce: Mix together milk, margarine, white sugar, and brown sugar in a saucepan. Bring to a boil, remove from heat, and stir in vanilla. Serve over pudding.",https://www.allrecipes.com/thmb/b9RRjwsejeowcITVIkd6kXoAWwc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4552728-a78a9bd0b03c4c458e71fad6ebb591e6.jpg,1
136,Dutch Apple Pie with Oatmeal Streusel,15 mins,45 mins,1 hrs,8,1 9-inch pie,"Preheat the oven to 425 degrees F (220 degrees C).; Make the apple pie: Place apple slices in a large bowl. Mix white sugar, flour, cinnamon, nutmeg, and allspice together in a separate bowl until combined; sprinkle over apples and toss until evenly coated.; Remove pie shell from freezer; pour apple mixture into pie shell and dot with butter. Lay a sheet of aluminum foil lightly on top of filling, but do not seal.; Bake pie in the preheated oven for 10 minutes.; Meanwhile, make the streusel topping: Mix flour, oats, brown sugar, lemon zest, and cinnamon in a medium bowl until combined. Cut in butter until mixture is crumbly. Remove pie from oven and sprinkle streusel on top.; Reduce heat to 375 degrees F (190 degrees C). Return pie to oven and bake until streusel is browned and apples are tender, 30 to 35 minutes more. Cover loosely with aluminum foil to prevent excess browning.",https://www.allrecipes.com/thmb/VbdPLtERc2I0ntfFKQffu1exaWw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3089047-b48f5584575444e8b0255ebf3a2b910d.jpg,1
